Prim1T	Met1T	Met2T	Met3T	Met4T
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	LOH	LOH	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	gain
normal	loss	LOH	gain	loss
normal	loss	LOH	gain	loss
undecided	loss	LOH	gain	loss
LOH	loss	loss	loss	LOH
LOH	loss	loss	loss	LOH
LOH	loss	loss	loss	LOH
LOH	loss	loss	loss	LOH
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	loss	loss	LOH
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	normal	normal	normal
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
undecided	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
undecided	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	LOH	LOH
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	LOH	loss	loss
normal	loss	undecided	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	undecided	loss	loss
undecided	loss	undecided	loss	loss
undecided	loss	undecided	loss	loss
undecided	loss	undecided	loss	loss
undecided	loss	undecided	loss	loss
undecided	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
undecided	loss	undecided	loss	loss
undecided	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
normal	loss	undecided	loss	loss
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	LOH
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
undecided	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	normal	normal	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	loss	loss	loss
normal	loss	undecided	loss	normal
normal	loss	undecided	loss	normal
normal	loss	undecided	loss	normal
normal	loss	undecided	loss	normal
normal	loss	undecided	loss	normal
normal	loss	undecided	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
LOH	loss	loss	loss	loss
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
undecided	undecided	undecided	undecided	undecided
